3.10286 -182.34
3.09879 -152.71
3.09472 -408.2
3.09065 -180.63
3.08658 -426.64
3.08251 -211.81
3.07844 -267.41
3.07437 -381.54
3.07031 -401.62
3.06624 10.6572
3.06217 -159.18
3.0581 -575.02
3.05403 -338.43
3.04996 -624.82
3.04589 -347.83
3.04182 -266.83
3.03775 -245.89
3.03368 -159.9
3.02961 79.9874
3.02554 -283.47
3.02147 -226.62
3.01741 -435.69
3.01334 -459.27
3.00927 -53.62
3.0052 -255.68
3.00113 -224.58
2.99706 -151.27
2.99299 -307.6
2.98892 -351.38
2.98485 -149.92
2.98078 -184.65
2.97671 12.384
2.97264 231.137
2.96857 686.292
2.9645 3076.71
2.96043 7992.85
2.95636 1480.67
2.9523 143.529
2.94823 212.079
2.94416 50.9098
2.94009 -344.95
2.93602 -46.792
2.93195 38.9989
2.92788 -223.4
2.92381 -255.15
2.91974 73.8258
2.91567 -269.03
2.9116 -511.14
2.90753 -193.74
2.90346 -371.08
2.89939 -192.17
2.89533 -395.49
2.89126 -43.999
2.88719 -499.27
2.88312 -307.69
2.87905 -267.78
2.87498 -265.33
2.87091 -448.24
2.86684 -278.65
2.86277 -303.88
2.8587 -267.97
2.85463 -396.7
2.85056 -169.48
2.84649 84.9503
2.84242 -65.389
2.83835 -117.29
2.83428 -200.72
2.83022 -674.08
2.82615 -184.77
2.82208 -335.81
2.81801 -190.51
2.81394 -365.99
2.80987 -425.21
2.8058 -431.82
2.80173 -352.42
2.79766 -443.75
2.79359 -288.08
2.78952 -419.42
2.78545 -355.93
2.78138 -214.37
2.77731 -313.07
2.77325 -496.86
2.76918 -403.61
2.76511 -533.32
2.76104 -211.67
2.75697 -171.28
2.7529 -264.19
2.74883 -395.03
2.74476 -180.35
2.74069 -214.35
2.73662 -363.92
2.73255 -159.46
2.72848 -334.68
2.72441 -457.59
2.72034 -47.774
2.71627 -374.74
2.7122 -707.72
2.70814 -363.59
2.70407 -263.17
2.7 -375.39
2.69593 -717.1
2.69186 -511.86
2.68779 68.5683
2.68372 -273.98
2.67965 -122.02
2.67558 -263.29
2.67151 -518.67
2.66744 -589.77
2.66337 -504.73
2.6593 -582.7
2.65523 -545.74
2.65117 -130.72
2.6471 -298.22
2.64303 -175.65
2.63896 -228.21
2.63489 -284
2.63082 -515.46
2.62675 -551
2.62268 -530.25
2.61861 -402.64
2.61454 -82.556
2.61047 -551.87
2.6064 -280.62
2.60233 -233.49
2.59826 25.5894
2.5942 -163.5
2.59013 -394.43
2.58606 -563.33
2.58199 -170.91
2.57792 -485.9
2.57385 -281.83
2.56978 -220.01
2.56571 -397.21
2.56164 -378.8
2.55757 -489.33
2.5535 -216.34
2.54943 -345.75
2.54536 -13.492
2.54129 -377.7
